Branding,DPA 1,DPA 3,DRA 1,DRA 3,Display 1,Display 2,Rmkt 1,Rmkt 3,Rmkt 6,Rmkt 7,Search 1,Search 2,Search 3,Search 4,Search 5,Search 6,Shopping 1,Shopping 2,Shopping 3,Shopping 4,Shopping 5,Shopping 6,Shopping 7,Flag,leads
6389.83044620912,444.4515224,0.0,3.2845939516,35.1582692,4912.720547744,2811.2098470204,198.0420268,0.0,33.97207622112,0.0,3999.878622,2727.490646,158.5103952,143.9028164,0.0,827.2578284,922.9439816,2576.1797992564,198.8485214392,202.1206328,0.0,66.4435764,0.0,0,10
4120.0485476234,5627.2287064,0.0,2344.161181664,0.0,7563.682561392,1260.6199843904,1886.338138,55.6404116,34.57538773352,0.0,3958.749822,1109.7372816,24.3482496,486.6085424,0.0,692.8626196,756.7630652,8675.1232025262,198.9162057344,512.9309744,0.0,53.8513088,41.11298666188,0,10
2790.79234949728,3105.3340768,0.0,2761.05334602484,0.0,6316.52922918,1841.82932454692,758.5453132,0.0,35.5631068332,0.0,1790.9056124,1039.8525956,57.8613668,709.163334,0.0,627.5775044,337.0436612,6160.13388252,368.91149204592,1041.3195228,0.0,54.1323556,0.0,1,13
68.46349676752,0.0,0.0,4.87902111708,0.0,830.453467612,0.0,0.0,0.0,21.27338373824,0.0,3730.0531296,461.1635248,124.6476832,72.8802336,0.0,538.9997788,291.8636744,0.0,0.0,0.0,0.0,0.0,0.0,0,16
2171.4407997736,1633.0258588,0.0,2976.69919361608,0.0,4481.357306272,1899.5079636288,1050.5940672,0.0,34.413272399,0.0,1276.0141652,505.5209356,4.3048144,382.3401796,0.0,468.8957392,529.5470096,5520.0778042328,354.37943189204,1051.457772,0.0,51.3287424,0.0,1,16
2187.9389941068,1618.6102144,0.0,779.34037722,0.0,5170.9200937,1932.520022368,721.501974,0.0,34.62977234576,0.0,1275.404088,841.9476648,33.8695668,362.7765804,0.0,578.0447196,261.6271516,3811.235417124,278.41433264804,1144.888696,0.0,53.8170348,0.0,1,16
3780.65662113588,7776.2496352,0.0,2630.3786944,0.0,13937.8984696488,1847.6278279716,1202.4073228,20.2970628,34.447220796,0.0,2500.5693468,1320.0768196,42.9521768,479.1573748,0.0,906.2114148,1099.715564,9926.93881530504,155.20846957208,789.2342528,0.0,53.5496976,18.8484173516,0,18
10262.454612875,3843.5343436,0.0,3174.83178260628,0.0,2266.581639924,3705.47215954,629.1952372,0.0,32.96837858264,0.0,1034.0328704,2267.7529196,210.9701796,322.758258,0.0,409.9033304,203.279094,1614.228694788,413.04375831088,1010.8567916,0.0,415.606524,0.0,1,19
2988.41527382528,3777.2278632,0.0,4055.41747014128,0.0,3963.530565164,3038.645989684,1065.030276,0.0,35.01940329064,0.0,1228.2224996,790.7834376,121.1654448,901.7283756,0.0,658.883376,217.2149024,1540.8802098,245.43122378568,1153.8067908,0.0,69.9052504,0.0,1,21
3610.41253917288,4727.8858012,0.0,5158.01628709316,0.0,4053.785043392,1964.1844959752,1821.3409244,0.0,34.4352214686,0.0,1149.3648804,1003.5358652,14.5116116,592.25472,0.0,626.9125888,914.670238,4423.037901736,240.67949356268,994.5560772,0.0,57.2101608,0.0,1,24
3753.1258997092,3737.3809108,0.0,4169.69759531524,0.0,3957.089657988,2872.8324425804,1076.957628,0.0,35.1810065716,0.0,1221.9503576,1204.3609408,199.337584,1147.0342484,0.0,678.5977808,235.7982652,2273.5606489,251.84407563624,1570.057666,0.0,69.0552552,0.0,1,25
2171.5683059084,1851.9681708,0.0,742.4374723076,0.0,3208.573739764,2847.8596864264,476.1138436,0.0,34.73863342456,0.0,983.8488796,738.2825244,140.9895264,538.6981676,0.0,458.2365252,222.712452,1182.7173622168,226.20827867004,956.4982276,0.0,69.336302,0.0,1,25
3645.624580166,2964.6941452,0.0,4236.48253801332,0.0,3843.39005006,2347.0053272964,862.0802124,0.0,36.473174073,0.0,1322.6610792,812.6571044,211.3060648,862.916498,0.0,741.2712172,281.320992,2177.234394476,278.8365108688,1014.6543508,0.0,66.8617192,0.0,1,25
3089.30818641256,6331.298924,0.0,0.0,0.0,6593.215553804,12961.979025956,205.7262576,15.5741056,0.0,0.0,2041.5102456,2793.4406768,60.0411932,0.0,3907.6541428,655.6547652,2810.7102897608,8774.0882636212,46.43858703128,0.0,0.0,0.0,0.0,0,25
7924.2345295562,1765.1315644,0.0,989.4769034632,0.0,949.892188292,2949.7135076196,503.14232,0.0,33.28403869524,0.0,967.7332448,1225.9741252,184.4489584,859.24918,0.0,510.065668,182.3856636,2179.42419461,426.55617450504,895.168332,0.0,412.7754916,0.0,1,27
3610.75089689924,3354.9516188,0.0,1803.7621119756,0.0,2184.507063084,1949.7488732606,898.4106524,0.0,34.79647491244,0.0,1371.885398,1187.3678916,31.120792,1397.4675116,0.0,708.9097064,292.5354448,5111.16557577628,553.24177260804,1010.3563912,0.0,53.8238896,0.0,1,27
2544.65736396,3499.6290276,0.0,1907.04006790884,0.0,2169.925395428,2375.37761114812,263.8960904,0.0,35.221539004,0.0,1669.6304908,1047.3380372,29.6881388,1317.9449768,0.0,567.3169576,336.7214856,6794.00585911648,507.86220213672,1007.0249584,0.0,54.8863836,0.0,1,28
4375.79813459196,11279.2100956,0.0,0.0,0.0,11599.882849248,14631.0248201385,496.835904,15.560396,0.0,0.0,2344.9379676,3068.3524308,35.165124,0.0,4526.2450044,623.306964,3692.4090631472,16240.1982925464,34.19973098392,0.0,0.0,0.0,0.0,0,28
4722.6077491508,3036.4776108,0.0,4199.8823965928,0.0,3975.993619784,2724.795407188,1036.548582,0.0,35.73680540876,0.0,1296.4894528,1238.2579268,202.7375648,1181.3836512,0.0,556.4795188,221.2249604,2658.598500766,262.83661114104,1488.3004664,0.0,67.9105036,0.0,1,30
6082.47505884868,3012.7257288,0.0,4002.577031157,0.0,4054.124698732,3680.353567516,1039.7634832,0.0,32.5825849548,0.0,1258.3082168,1342.1287112,265.726322,1159.0849868,0.0,429.693138,215.4257996,3076.89248338,389.3589258516,1514.22532,0.0,291.5826276,0.0,1,31
2789.6351454676,3556.4279004,0.0,2013.6085259458,0.0,2259.732529408,1971.7848068862,259.0908756,0.0,34.2613254748,0.0,1587.6265184,1259.7477248,31.771998,1370.3499228,0.0,548.0892436,365.840676,6909.8691394228,516.3760666388,1025.9716256,0.0,55.0303344,0.0,1,31
3377.66609125512,5309.8788856,42.8973384,1440.838482406,0.0,8460.9039471208,2969.5405642028,260.65377,20.6946412,33.4462966096,0.0,582.2878408,936.44725212,56.7166152,260.379578,0.0,901.06346,2085.8950756,21264.9481425298,95.7189259988,677.25424,0.0,0.0,0.0,0,31
5656.828521102,5504.2056108,0.0,4381.84913046176,0.0,3641.728140476,1743.004818384,1861.455214,0.0,35.34059591232,0.0,1114.6658828,847.9935984,7.1838304,719.4181148,0.0,530.6780516,771.096452,4059.010114692,273.79024976872,1001.7330528,0.0,67.3963936,0.0,1,33
3016.044891508,3829.4957132,0.0,1901.4028085736,0.0,2128.16657076,1935.58540735588,262.1069876,0.0,34.37558333764,0.0,1521.1623776,899.966692,61.6383616,1237.8672032,0.0,450.9978564,329.8941048,6574.61488537592,460.8778647196,1034.7731888,0.0,54.1392104,0.0,1,33
8026.17136511932,5429.2346632,0.0,0.0,0.0,2677.208837204,3283.8513436968,2693.3605968,0.0,32.12267037456,0.0,1103.7667508,1351.2455952,143.7520108,469.965088,0.0,438.8237316,215.2612844,2574.2693870608,402.46555433728,1382.7913848,0.0,414.7291096,0.0,1,34
4544.14056616472,4717.4185216,0.0,4543.47721551556,0.0,4131.36705286,1706.4907177276,1656.2773404,0.0,35.62267093232,0.0,1297.750736,780.5423664,124.174702,1002.4253876,0.0,519.8611772,441.9700848,3195.56860756,283.66883845924,988.5855464,0.0,67.9242132,0.0,1,34
3046.76843208196,8572.2564304,263.772704,1654.99022420072,0.0,3879.672917748,3613.34331096932,392.1014148,19.399084,33.8337401878,0.0,930.7653084,522.01036332948,67.8145364,384.9175844,0.0,362.1185196,2124.6521148,14544.1887381307,166.22808633524,950.5825352,0.0,0.0,0.0,0,34
6274.34717270848,1977.198512,0.0,2725.9593248088,0.0,1824.185392208,3345.179141728,1325.752594,0.0,34.3694256708,0.0,1548.8283504,1278.0500408,169.3889628,793.7584208,0.0,642.8362892,176.065538,1765.3088089636,230.43445206252,664.6688272,0.0,400.5191092,0.0,1,36
7832.56662172932,2026.1897676,0.0,2133.76094372452,0.0,954.512254944,2818.285830852,495.2455904,0.0,33.3682204376,0.0,949.6571372,1257.1291912,166.2220452,462.5002108,0.0,399.5525824,179.3695516,1365.785859864,412.45734936432,869.6821856,0.0,412.6315408,0.0,1,37
2453.24924551284,2906.6545536,0.0,1909.01055282972,0.0,2047.48214736,2245.40112158876,316.6026476,0.0,35.3320109608,0.0,1365.7709164,1060.3415928,18.7410232,1228.20879,0.0,537.58769,362.310454,4820.7202067944,541.4217235908,1025.6357404,0.0,54.2146132,0.0,1,37
2747.2233736804,3917.415378,0.0,1937.06257425612,0.0,3415.775150324,1574.56287225224,232.103528,0.0,34.7744655206,0.0,1674.9429608,1186.2779784,34.1231944,2169.681296,0.0,653.4201004,321.6889092,5659.93383941276,516.6671899948,993.9665644,0.0,53.7690512,0.0,1,37
303.72949360232,8146.4568188,0.0,3643.13546519,0.0,2159.5321956516,2663.39915986592,1462.9239968,26.8159776,33.273730447,0.0,2721.9519676,630.37068185248,144.5403128,692.4787508,0.0,730.1938604,7058.4149792,12778.3525633549,351.909186124,1023.4010756,0.0,0.0,0.0,0,39
2846.8389107392,3179.8868816,0.0,1855.09499741672,0.0,2128.007333756,1995.18873992368,263.4916572,0.0,34.02594261048,0.0,1304.3107796,912.5383952,60.9803008,831.6174812,0.0,411.9254964,289.3959464,6383.67560491768,403.0779854756,997.1060628,0.0,54.2351776,0.0,1,40
2668.305034662,5442.7591836,0.0,440.9185790444,0.0,5279.456666268,993.13780605588,1722.8991416,0.0,33.735452638,0.0,1606.5731856,593.4337456,9.7063968,1265.9238996,0.0,716.6145016,955.422024,6191.93171900312,384.63523381704,1081.276152,0.0,56.0791188,0.0,1,40
6369.44270742924,3933.5104484,0.0,6649.2810246972,0.0,4008.828043236,3250.972288642,1309.0131724,0.0,32.7414517996,0.0,1539.2247756,1926.1713808,245.2030508,1247.8066632,0.0,524.529296,257.7541896,2289.26739488,412.87145400164,1468.3941272,0.0,425.9846912,0.0,1,42
343.212244309,4455.3526628,0.0,0.0,0.0,4449.168707802,1667.87771089972,273.2049088,27.3026684,33.56952260728,0.0,2535.9195504,790.8712681524,92.2176244,209.2222056,0.0,599.143794,2519.516014,11283.7897388109,402.12337643088,892.7074588,0.0,0.0,0.0,0,42
3247.57208300456,6935.9059936,0.0,2409.48154698752,0.0,5813.08906812,6666.56294613688,504.34191,27.1929916,32.7392034252,0.0,1820.80625,491.6188596708,227.030976,464.6114892,0.0,1014.3938684,5183.462664,21070.1427802343,307.591601712,1073.6399048,0.0,0.0,0.0,0,42
6343.48044238728,837.1904336,0.0,4.51203706044,34.4659344,5478.5566629,2155.632314852,207.70044,0.0,34.84638539672,0.0,3267.8339656,2418.613358,173.42644,98.8530708,0.0,737.0418056,804.9797284,2446.9537608624,205.12929226144,198.6246848,0.0,68.4588876,0.0,0,43
3858.9427892484,3432.952388,0.0,2343.25661608668,0.0,3489.196981672,1884.2591936916,993.0685856,0.0,35.78462175164,0.0,1480.0609968,1360.2596572,28.8038696,879.7244676,0.0,669.988152,990.7653728,7940.6278283124,617.4393854412,1021.6873756,0.0,53.7142128,0.0,1,46
3069.0539441772,7807.171638,0.0,0.0,0.0,5207.77938152,13669.3753570312,398.9699244,15.731766,0.0,0.0,2483.0416232,2780.4851048,60.7061088,0.0,4694.2835716,1132.9887632,2290.8330312,9304.8919499956,48.85628664444,0.0,0.0,0.0,0.0,0,46
3930.77260083668,2916.957318,0.0,1788.518308341,0.0,1600.45596208,1783.192145878,743.2796736,0.0,34.20008194968,0.0,1294.837446,1077.4785928,17.9458664,1223.8834112,0.0,710.8016312,278.6064912,4159.06407584756,511.5462568164,1013.3587936,0.0,56.5589548,0.0,1,48
3580.643989456,6166.9345296,0.0,3612.18105906492,0.0,3413.4633895884,1000.54085158892,1714.2758032,0.0,33.31845047672,0.0,1338.9412292,723.0854328,25.739774,1540.4929136,0.0,855.5887168,847.7605352,6167.3162939764,324.6569621972,1008.0874524,0.0,55.3730744,0.0,1,48
69.9690960072,0.0,0.0,3881.33691976252,0.0,790.2884456372,0.0,0.0,0.0,19.12302612344,0.0,4484.0537104,498.1520256,126.6561396,88.7422408,0.0,1527.2220208,280.4572872,0.0,0.0,0.0,0.0,0.0,0.0,0,49
3704.04977551588,2908.046078,0.0,1819.72561271536,0.0,2283.406472332,1912.53023146184,889.58167,0.0,34.9161370996,0.0,1344.431924,1367.3063916,43.8844296,1168.5788848,0.0,705.5234352,599.2329064,6574.65171484536,525.88483064356,1027.5276652,0.0,53.3440536,0.0,1,49
67.5133981812,0.0,0.0,0.0,0.0,492.6801815,0.0,0.0,0.0,18.6036598628,0.0,2729.6293436,359.4588572,115.0166892,68.650822,0.0,1071.1927412,213.1088772,0.0,0.0,0.0,0.0,0.0,0.0,0,51
9083.08968382344,4461.4739992,0.0,5795.13031949436,0.0,2504.97287032,3618.62115806,1573.6495812,0.0,32.6968887448,0.0,1286.8378944,1463.876814,225.7148544,597.704286,0.0,501.7439408,191.8178684,2061.982928376,406.86772746168,1238.3401844,0.0,412.624686,0.0,1,51
3489.7310939784,6201.9351384,0.0,2030.0222245868,0.0,4367.274515024,989.4359391784,1704.994404,0.0,33.4291184808,0.0,1252.4199436,600.7066884,17.0615972,1511.7301728,0.0,692.917458,965.3820484,6668.6480282332,397.74833254844,1021.262378,0.0,54.66703,0.0,1,52
2327.7607916172,6306.4022904,0.0,2850.34863483076,0.0,3841.63008016,1248.4277629184,1622.6751108,0.0,35.2392312428,0.0,1641.3270216,1109.7784104,23.7107532,1783.7423464,0.0,764.4335864,1529.8268448,10456.6206122084,410.53803141256,988.9351412,0.0,53.5496976,0.0,1,52
2206.8771819192,6456.5635392,0.0,3521.77879957468,0.0,3829.98150190832,1239.864846153,1308.684142,0.0,34.8060147376,0.0,1795.7930848,1321.982454,16.1019252,1658.1555556,0.0,715.5794268,1666.7994584,10414.4920464832,390.0287529158,998.7991984,0.0,54.8315452,0.0,1,52
569.6007301872,5291.802778,0.0,2020.3970228928,0.0,6026.074935934,2420.8884969666,1028.082904,27.7345208,33.21968583284,0.0,1679.494548,722.5756687432,125.9843692,35.1034308,0.0,748.681256,2842.51419,11651.469193661,553.3453739988,824.529618,0.0,0.0,0.0,0,52
67.5752079128,0.0,0.0,5.31333096288,0.0,558.944710524,0.0,0.0,0.0,19.8235572078,0.0,3640.8447624,327.933632,108.5183388,70.4604892,0.0,1348.0718228,265.3287436,0.0,0.0,0.0,0.0,0.0,0.0,0,54
2570.9223047524,1843.3653968,0.0,118.483778492,0.0,2490.579778212,1916.88235015116,260.4412712,0.0,34.04599358596,0.0,1259.91224,904.4702956,23.374868,864.4793924,0.0,369.2132376,299.5273408,5892.47692460796,327.16115224936,1087.1301512,0.0,57.031936,0.0,1,54
4744.01647063284,9215.6068296,0.0,0.0,0.0,15037.116608232,14552.2315675105,413.7831472,15.628944,0.0,0.0,2904.5638396,3155.0450864,49.0598036,0.0,5402.1719128,672.8054748,2784.4060504,15796.534109047,59.31659354188,0.0,0.0,0.0,0.0,0,54
2538.172997352,5202.9165864,0.0,3825.0066452034,0.0,3483.500848516,990.5974679014,1435.7584244,0.0,34.0147788832,0.0,1551.686802,1027.0409744,34.9526252,2134.3859308,0.0,701.314588,659.4728888,8627.886319882,482.3027271992,1047.6396484,0.0,54.769852,0.0,1,55
1856.3686302244,1776.4282748,0.0,1942.300588104,0.0,3833.918190242,3142.1516600168,169.1353352,0.0,32.93313462844,0.0,310.7075196,1015.9978916,19.9269036,480.2952716,0.0,792.7507652,68.9867072,10916.552857268,186.2209516192,493.3125368,0.0,53.9061472,0.0,1,55
6448.9626216392,20328.286414,0.0,5694.53633034,0.0,33937.69357254,1810.803263141,1410.03236,26.6034788,33.49686241276,205.8085152,2180.68325,2180.8134912,50.3279416,273.266602,0.0,624.3968772,4375.9877884,7779.40375283196,109.78183061656,583.3914636,0.0,0.0,337.1509799488,0,57
3484.3062772338,2018.7180356,0.0,60.6610864736,0.0,1647.08368264,1789.7021597202,439.1321976,0.0,34.210507415,0.0,1311.4054976,741.2232336,14.9845928,717.4439324,0.0,456.4200032,272.7319276,4756.72173275604,520.5054050136,1050.0114092,0.0,57.1827416,0.0,1,58
2137.1768763296,5770.3500756,0.0,2531.58691099584,0.0,3333.045597344,1126.43213466136,1603.2760268,0.0,35.39156340676,0.0,1751.7989784,1009.8354264,9.630994,1845.1956284,0.0,806.9950396,1905.5589972,7618.5966658032,409.03049774832,1037.9263968,0.0,55.0303344,0.0,1,58
235.5101031176,0.0,0.0,6349.31265771836,0.0,936.2704256992,0.0,0.0,0.0,21.62736286832,0.0,5001.9749792,485.422662,34.44537,86.8434612,0.0,1246.5727992,669.0490444,0.0,0.0,0.0,0.0,0.0,0.0,0,61
2722.9464825484,5543.0586172,0.0,3677.99898758672,0.0,3192.628446744,1065.24309149176,1668.0675964,0.0,33.6618286586,0.0,1359.9306268,774.1399832,17.2672412,2015.7704716,0.0,868.7499328,1284.2536348,6994.2862824696,329.16219586864,1044.9320024,0.0,54.0226788,0.0,1,61
1551.15260332312,3280.8992144,0.0,1752.0952839848,0.0,5035.0566347236,3318.211878692,301.2410408,0.0,34.35890560924,0.0,681.4288132,933.1370692,15.4027356,1162.299888,0.0,880.4716408,70.2068616,14960.3302765288,187.155610454,676.5207764,0.0,53.5908264,0.0,1,61
3152.44586894092,9201.3625552,0.0,3461.0361402956,0.0,4563.9323246408,2603.471410864,872.5269276,0.0,34.1344774008,0.0,2393.3465652,1284.2193608,21.9422148,2242.8631408,0.0,855.7121032,1695.2400236,13954.35029126,212.10420823636,1040.1679164,0.0,54.6053368,0.0,1,63
4981.15179404848,5983.8154024,45.036036,1372.9831668008,0.0,9766.817817668,3072.2562016986,787.6576488,19.5978732,32.9568261882,0.0,1215.801602,1614.126626816,100.0663704,469.930814,0.0,701.623054,2380.5829276,15940.6607072478,100.831948738,951.7409964,0.0,0.0,0.0,0,63
3146.10138069624,8135.7359116,0.0,3475.0545833096,0.0,4713.5481232952,2826.1796677264,861.6415052,0.0,34.2193226878,0.0,2379.8563188,1281.5802628,25.6506616,2122.6162392,0.0,743.848622,1720.8769756,15517.1751424592,236.79346768484,1005.4209352,0.0,55.00977,0.0,1,64
2977.80432995592,15985.4827124,66.937122,0.0,0.0,17194.8467249472,11733.6809090008,794.7660764,15.7180564,34.5686124492,0.0,884.6393592,2177.8316532,50.5815692,265.0956804,1323.421962,791.8459316,3063.375846,17158.0989784328,95.87799917308,451.73132,0.0,0.0,0.0,0,64
11959.3685539577,24911.6661764,0.0,12763.5778830388,32.6219932,6720.89628036,2574.259543568,8829.5582032,0.0,34.18748351276,0.0,4968.7840376,2507.9519664,198.137994,627.5295208,0.0,985.9053196,1233.9119836,5973.384864528,214.33914243,631.189984,0.0,412.9879904,0.0,0,66
8379.50521654488,16401.9118124,0.0,14852.4964923308,191.0569856,2956.784528576,2331.5640163094,3833.9444784,0.0,21.44737295732,0.0,9717.0491592,921.6689888,130.7141812,557.4117716,0.0,4297.3700872,2514.889024,2133.49129302952,0.0,0.0,0.0,145.8427248,0.0,0,67
11940.9700822507,8318.676814,0.0,9165.90031195044,32.0050612,5328.335640244,3768.1202057608,3236.6172064,0.0,33.7743741924,0.0,4454.557506,2188.7102208,238.2522836,301.2410408,0.0,1267.7884052,1443.0176576,4924.700750252,245.73162305704,191.009002,0.0,67.1701852,0.0,0,67
2379.8618574784,5333.7815732,0.0,3333.1459310516,0.0,4673.79560262,1995.2849566384,340.85493,0.0,34.36916655936,0.0,3015.7761148,928.4415312,32.6014288,1678.2195552,0.0,762.6444836,1563.4907676,11155.860231684,369.1768831682,1006.2640756,0.0,53.878728,0.0,1,67
2766.11040549136,7865.2592132,0.0,3556.6336403672,0.0,4665.5526850556,3559.885324424,783.400818,0.0,34.5025801608,0.0,2629.4944252,1325.8417064,41.5537976,2064.4738256,0.0,811.6837228,1750.4828568,16278.666689828,260.6980931368,987.9343404,0.0,54.1734844,0.0,1,67
